"","logFC","logCPM","LR","PValue","FDR"
"CEBPD",0.764321741069685,3.55320110415412,0.490516009984663,0.483697214484222,1
"TAC1",-0.384576113789755,5.52287984917054,0.49011152802645,0.483877558570937,1
"NIT1",0.288819164565125,6.4174386954313,0.490032468804486,0.483912821215186,1
"SLC35A2",-0.660768412235469,5.12897680098099,0.489898891707332,0.483972410001851,1
"HIBADH",-0.36409011146637,5.58337275157827,0.489817723813427,0.484008624938075,1
"DDX1",-0.204491237236753,7.78047317293907,0.489622529334941,0.484095733781301,1
"MTRR",-0.23699892133256,7.32310266423173,0.489490141635073,0.484154828757048,1
"LRP2",-0.187169593731841,8.59213242038664,0.489439543746272,0.484177417692832,1
"ARHGEF6",0.322790376457126,6.01266157352809,0.487804612615629,0.484908254250317,1
"VDR",0.264863105602194,6.72359362885788,0.487335261546419,0.485118397269963,1
"MALT1",-0.190374471606832,8.05466313787219,0.486953314317248,0.48528951798882,1
"RRN3",0.688726173813855,3.32222025902473,0.486897494295895,0.485314534937607,1
"DESI2",0.343285658044134,6.24699923219845,0.486772524996162,0.485370550361032,1
"GUCY2D",0.368884511898523,5.73427119570048,0.486278179917827,0.485592237206868,1
"FTCD",0.394285434726142,5.82958241275623,0.486274991135872,0.485593667745503,1
"CNOT1",-0.202323633371036,8.44718412643655,0.486124992585648,0.48566096737429,1
"SFRP2",-0.489874036816697,4.57853451679295,0.485365548540316,0.486001943017945,1
"CD96",-0.226021337616931,7.03805468550295,0.485343795625793,0.486011715491052,1
"URB2",0.288853964646618,6.53040579953641,0.485021158151284,0.486156698227968,1
"DPYSL2",0.257289324504199,7.06003411487131,0.484801717916392,0.48625534841981,1
"CDH7",-0.222380784117194,7.27522800878903,0.484656161478698,0.486320802158658,1
"PPP1R3C",-0.45608209714699,4.52767125938,0.484555296466159,0.486366167642219,1
"FGF6",0.379162313654353,5.36851863478762,0.484159097412283,0.486544431707006,1
"SLC2A2",0.301264833446769,6.31123503568763,0.484158720066201,0.486544601540043,1
"NPTN",0.272972910197071,6.62025708773971,0.483950309270313,0.486638416487916,1
"PLEKHB2",-0.256381052147028,6.92343897108166,0.483941298393304,0.486642473359562,1
"DDX56",0.24006909369778,7.05862977365649,0.482382601433584,0.487345073617432,1
"KCND1",0.387284786921663,5.23837800530555,0.4823540713282,0.487357949561821,1
"SLC52A1",-0.351006390421304,6.34672452972842,0.481559462754362,0.48771679195199,1
"UBQLN2",-0.678286347993018,4.21997827672377,0.481536703822865,0.487727076264557,1
"ABHD5",0.281364215514755,6.90162635788838,0.48143902856134,0.487771217879102,1
"QRSL1",0.34445602829968,6.38764072012296,0.481306882720069,0.487830948071624,1
"MEN1",-0.224421815653713,7.25661029166907,0.481008604379036,0.487965815158181,1
"SNX7",0.30270544265127,6.30112012443797,0.480755078622369,0.48808049598212,1
"ACOT8",0.407822902634463,5.8570721678471,0.480673168476255,0.488117557105591,1
"PDE6C",0.254923300986485,6.90965406223501,0.480624106688872,0.488139757876162,1
"SEL1L",0.206431629114377,7.36744072113471,0.480317131229906,0.488278704322526,1
"TRAC",0.460049162227893,4.56764935201013,0.480208676685489,0.488327809867515,1
"TRAPPC2",0.38927346873628,5.55170331121586,0.479647854951855,0.488581867159197,1
"SLC25A5",-0.752271700604464,3.87593379010003,0.479360690713822,0.488712040231821,1
"GNE",0.281074315049165,6.72606832143893,0.479185477079287,0.488791493839061,1
"ACTN2",-0.170465125229978,8.53530890776698,0.4788203550847,0.488957133690279,1
"SCN1A",0.184010880337695,8.472428576588,0.478482345612452,0.489110557047536,1
"HIVEP2",-0.217372409798801,7.39304813386165,0.477485623648754,0.489563438568508,1
"SPTBN5",-0.204376009267113,8.21888759182285,0.477189235264607,0.489698243568697,1
"SLC27A2",-0.326011743563637,6.11926901880071,0.476965900414541,0.489799862820161,1
"ZZZ3",0.259869616624511,7.31289418649486,0.476883364030639,0.489837426467899,1
"SHOX2",0.310395975063964,6.04445579970248,0.476769563772467,0.489889226685937,1
"PDZRN4",0.256534155391151,6.69955439817917,0.476709055304457,0.489916772975991,1
"ZMYND8",0.232467775069141,7.34660077027432,0.476013898314314,0.49023342633796,1
"SNX3",-0.424612018862948,5.07580256780955,0.475863850304681,0.49030182000719,1
"RHBDL1",0.367435788934584,5.44353997390193,0.475589608883658,0.490426863644778,1
"KCTD9",0.275988824698814,6.65731403945067,0.475443692376184,0.490493417696632,1
"SSR4",0.382082683132276,5.63031246412448,0.475375712843842,0.490524429020961,1
"KCTD2",-0.264288307532075,6.90467988272861,0.475168310658638,0.490619063254979,1
"CD37",-0.248713011842298,7.03382720201462,0.474779037123094,0.490796764702628,1
"TMEM33",-0.287097922281067,6.92149121366085,0.474359137123294,0.490988567467998,1
"PRB1",0.975469083994731,0.540507083904224,0.474300165683168,0.491015514583732,1
"PSMD2",-0.233299474873999,7.5051420899412,0.473825218102629,0.491232632903643,1
"GPR3",-0.57629478573316,3.91197011464563,0.473248858429532,0.491496326414199,1
"MRPS31",0.311590787460375,5.90997334529699,0.472980395379517,0.491619233201998,1
"CD72",-0.403151840218118,6.12767615397491,0.472801207756374,0.491701296829657,1
"DLAT",0.253151400790807,7.18941749351806,0.472587061803363,0.491799400579337,1
"CDS2",0.208392835994986,7.35371346911051,0.472503814603992,0.491837546313032,1
"DPF1",0.313439999572354,7.53428657638184,0.472326743151534,0.491918700882137,1
"ADAMTS7",0.218660978291619,7.33305196642476,0.472233954914671,0.491961236101461,1
"ARRB2",-0.26127928239671,6.94512284303744,0.471313202628728,0.492383653507056,1
"SMR3A",-0.646491820290863,3.49394161759969,0.470812311443686,0.492613704500542,1
"GLRX2",-0.337899810412952,5.8669353017358,0.470657689325595,0.492684756226851,1
"IL5",-0.378502683916857,5.11521939474712,0.470604501517954,0.492709200976985,1
"NR4A2",-0.238954054884202,7.09917326962638,0.470505906742812,0.492754519830325,1
"NRBP1",-0.24262444732769,7.08977005102233,0.47033512685249,0.492833034924142,1
"SPOP",-0.21699887218417,7.55523049263921,0.469685145648223,0.493132051926704,1
"GCHFR",0.829757495542365,2.43891187956025,0.469415304721185,0.493256278735726,1
"SEMG1",-0.418196687577614,4.96679186301847,0.469026170342966,0.493435517149447,1
"FASTK",0.280315823405212,7.38019984740114,0.468763995807393,0.493556338438831,1
"ADNP2",0.33344239199477,6.32297547185095,0.468680847364897,0.493594667178594,1
"IGHMBP2",-0.209130814385287,8.10091099574917,0.468382646038485,0.493732169413378,1
"HAL",-0.241756879743232,6.95978949292371,0.467704392353536,0.494045155325855,1
"BANF1",-0.745139014061464,5.08927102586126,0.46693236932636,0.494401817491823,1
"KIF1C",0.22360560162689,7.06499114786198,0.46665814281788,0.494528609823253,1
"SLC10A3",-0.562587115944226,4.31825922792223,0.466391022497594,0.494652169056977,1
"CCDC93",-0.216959657955167,7.28137229004351,0.466205828250715,0.494737863008373,1
"CD86",-0.371818914317252,6.16759115811027,0.466138021377199,0.494769245164719,1
"DVL3",0.213298331405593,7.68318512377943,0.465961872688911,0.494850785368106,1
"NUP155",-0.193880180699196,7.8283770648349,0.465953474221461,0.494854673629488,1
"TTC33",0.239473735896659,6.90568711920872,0.465514809587413,0.495057834835677,1
"ZP1",0.336525693588006,6.44416684046704,0.46501128852924,0.495291206357034,1
"TMEM245",0.229562654520629,6.97214759283715,0.464548579061502,0.495505825820673,1
"PSG5",0.315736822666937,6.40460898497131,0.464193209675353,0.495670763824701,1
"NR2E3",0.275958581593381,6.43722381035382,0.464066824744789,0.495729445294111,1
"SPAG7",0.468192251798657,6.22448715078902,0.463905868091839,0.495804195612204,1
"SCN9A",0.195710837942216,7.43541957029187,0.463295830234893,0.496087677377358,1
"SDF2",-0.347363810992206,5.87901180100098,0.463220468179403,0.496122716727164,1
"FAHD2A",-0.313340718928938,6.45794024593433,0.462901111555603,0.496271246879346,1
"GFRA3",-0.369195630227467,5.51945422658395,0.462749101061609,0.496341972047474,1
"COX7B",-0.531831748898761,4.83572309595119,0.461727762139223,0.496817606400717,1
"CYP2C19",-0.258630365642766,7.06928588869397,0.461492426212844,0.496927310610986,1
"CASP1",-0.273862299261822,7.28048564936909,0.460980130818989,0.497166263686704,1
"ACOT9",-0.272278138074753,6.45120270979685,0.460473606411735,0.497402715760323,1
"CYP2F1",-0.305391275644107,6.20937218920916,0.460467061887007,0.497405772070928,1
"SMAD4",0.179273668474607,8.63256138665332,0.460398969037783,0.497437573496266,1
"SLC38A4",-0.255729808127938,6.69504710266065,0.460053283098382,0.497599072305141,1
"SMC1B",0.226844911810236,6.88206943920753,0.459516441778289,0.49785005147483,1
"SNRPF",0.367398121095877,5.38898910983097,0.459403300541467,0.497902973536235,1
"CLEC11A",-0.462443312577067,4.42564573455574,0.459233712877296,0.497982316351877,1
"MAP2K4",-0.274407017993078,7.212291499668,0.458955167417896,0.498112682264247,1
"CREBBP",-0.174105536467375,8.21650704877439,0.45894251520302,0.498118605172581,1
"IRF2",0.224508199650079,7.07240872805748,0.458870260174315,0.498152432355888,1
"POGZ",0.171519282421003,8.04452167444223,0.458241772061699,0.498446831672202,1
"UBR7",-0.983186567629983,0.071403545433036,0.458193754916728,0.498469336190233,1
"SEC62",0.246976575834311,7.05556951381583,0.458035835691177,0.498543361383633,1
"PSMA3",0.256152162921276,6.61178081421081,0.457938938242249,0.49858879161553,1
"ZDHHC1",-0.289444557402218,6.7091603605518,0.45714876774398,0.498959523709792,1
"VPS4B",0.274114442243477,6.29989075462577,0.457088296490034,0.498987914834558,1
"NUDT3",-0.245787985305452,6.84959098554282,0.456566021320249,0.499233235850366,1
"SEC61A2",0.330452919234536,7.31084314249709,0.456398907217782,0.499311775183975,1
"MRPS16",0.52096263830516,5.68794376563246,0.456040758217718,0.499480166566218,1
"BBS7",-0.260905099710329,6.87980490603089,0.455854668333934,0.499567698701858,1
"SLC17A1",-0.325670943654668,6.26031293622731,0.455854377936224,0.499567835318174,1
"NR1H4",0.236361650166411,7.08678902054386,0.455783573303066,0.499601146934822,1
"SCML2",0.31026174061225,6.24524002208945,0.455597973764295,0.499688484252497,1
"TROAP",-0.224782406034478,7.40864799821693,0.455580094499671,0.499696899040619,1
"ASTN2",-0.201891132945118,7.51122087968939,0.455194168224395,0.499878591954977,1
"NCAPH2",0.33226208501538,6.80028665814836,0.455193135189617,0.499879078454999,1
"PAXIP1",0.245411631733514,7.19667445954706,0.455047208091663,0.499947809806167,1
"MAP3K7",-0.22435938189592,7.83093957131105,0.454776358699895,0.500075421803247,1
"CLCN2",-0.23025914530337,7.77812002993961,0.454732884256757,0.500095910145572,1
"ATXN2",0.166151354149917,8.65842038836821,0.454470009445881,0.500219826374572,1
"FUBP1",-0.206273064135249,7.21829000655896,0.454408263927247,0.500248940077167,1
"SCAF11",0.188933493575133,8.00373305342112,0.453895385394928,0.500490879289961,1
"MAP1A",-0.253065285941677,6.52775243816021,0.453744935320446,0.500561888517252,1
"TSHR",-0.242368773367308,7.19290120641736,0.453602492240998,0.500629134387476,1
"NRG1",0.157931125161522,8.56875288933608,0.452999376222932,0.500914029243282,1
"TIA1",0.221134349260412,8.43368187398224,0.45299506619304,0.500916066170364,1
"PURA",0.24247576697228,6.69910466296002,0.452547433882035,0.501127694625839,1
"CLK3",0.175223392987094,8.30429346252281,0.452326340261145,0.501232277809439,1
"TUFT1",-0.295137210003748,6.3607578933546,0.451479732994498,0.501633089144916,1
"MAFK",0.471103713032985,5.36382316095926,0.450966875874201,0.501876157724342,1
"APOF",-0.507598629813883,4.5148432116454,0.450828267086576,0.501941885770224,1
"MZF1",-0.311661761817051,6.29712693082406,0.450491448832509,0.502101665511653,1
"CNGA1",0.293824656588359,6.48581326426703,0.450367652989154,0.502160413521396,1
"CDK7",-0.722169912972121,5.74919698876252,0.449630314470346,0.502510564410621,1
"SMARCAL1",0.227981282425049,7.92532253188892,0.448677379615475,0.50296371576349,1
"TAF4B",-0.254282142185257,6.52599580645696,0.448573214759429,0.503013291783657,1
"TGFB3",-0.302459845917361,6.65044003777098,0.447647424253874,0.503454277451785,1
"NUDT6",-0.329943505792181,6.15939962812329,0.447328836714689,0.503606184277103,1
"ITGB1BP2",-0.523750073123054,5.06621047649369,0.447303143969034,0.503618438335305,1
"VDAC3",-0.257798652035342,6.96616131584848,0.447144065781764,0.503694321418925,1
"TKTL1",0.386665631963541,5.79492065362647,0.446795280504691,0.503860766498583,1
"OR3A3",-0.421876878123217,5.72194700643341,0.446575509890604,0.50396569230467,1
"RCN1",0.204759264800173,8.15558763980508,0.446480685635464,0.504010976094504,1
"PBRM1",-0.195388801652743,7.76667971505788,0.446366108042255,0.504065702469197,1
"SIGLEC6",0.353704925901809,6.27318117847436,0.446230971030716,0.504130261819139,1
"PRKG2",0.225974931154337,6.93662583563122,0.446114024494381,0.504186142399185,1
"CCT2",-0.256975993402395,7.11257042836132,0.446053305075117,0.504215160145413,1
"BCAS3",0.168203411250348,8.45421745095353,0.446041467587001,0.504220817601128,1
"NUCB2",-0.212221008112574,7.76022404408766,0.445974028574298,0.504253050600244,1
"CASP9",0.299014675789824,6.69319262438704,0.44596806518949,0.504255901015842,1
"TM4SF5",-0.875421073912666,4.19475496445268,0.445931855948594,0.504273209124687,1
"CUL5",0.277896092727221,6.64313157075452,0.445618218070433,0.504423171354821,1
"TMEM38B",-0.273281889414905,6.24399577199686,0.445355385303661,0.504548900489989,1
"CLTA",-0.329981833758022,6.13996861924558,0.445302268354784,0.504574316118632,1
"LARP6",-0.312531055232406,5.95892575796798,0.445298919479266,0.504575918576566,1
"NHS",-0.29969493591597,6.68992284696686,0.445294489094763,0.504578038556714,1
"IL7",-0.398625692636873,6.10466363422651,0.444895372767229,0.504769081990361,1
"ASCC1",0.209192073425503,7.34407592252429,0.444798743735241,0.504815353644248,1
"TRIAP1",-0.419616663603337,4.51032000771808,0.444428354883223,0.504992784861997,1
"PSMB1",-0.386170382290966,5.11983110702253,0.444312963393386,0.505048083864476,1
"BRD7",-0.253915318714686,6.61235766356037,0.444178575733254,0.505112499465945,1
"TRNT1",-0.264498404618247,7.4662345084905,0.443591403190956,0.505394112146531,1
"ZBTB24",-0.188188770503076,8.10478138630702,0.443371129160449,0.505499826752667,1
"EIF2AK2",0.193807625385346,7.42338711763788,0.4432425969948,0.505561529826949,1
"MEF2A",0.251748621846839,6.97929307523254,0.44311063280915,0.50562489390969,1
"DNMT3A",0.168814144914049,8.13405822604035,0.442833237867194,0.505758132604956,1
"GOLIM4",-0.298864172119089,6.4449274605516,0.442539420935248,0.505899324810732,1
"ERCC3",0.234543796943712,7.57462391164107,0.442334531324209,0.505997823472794,1
"ESRP1",-0.28791827017619,6.68737688635236,0.442173587077718,0.506075218910654,1
"MAP3K8",-0.324323959779215,6.41888674876082,0.442104494258142,0.506108450742154,1
"KRT17",0.348258242290479,5.61628533305264,0.441442456604704,0.506427063446039,1
"CDC45",-0.289955008171914,6.79561594196419,0.441241486935161,0.506523850390849,1
"PFDN1",-0.33276952937719,5.94411894539966,0.440810106829415,0.50673171026709,1
"SLC7A11",0.257225482530608,6.5013830682858,0.440637939745628,0.506814709642516,1
"PRPF3",0.26174289511363,6.94954856507229,0.440580886826615,0.506842219220704,1
"STXBP2",0.187237976945444,7.8724300872834,0.440483557248456,0.506889155181385,1
"TNRC6A",-0.442719049524757,4.35586548655637,0.440261464378931,0.506996284639831,1
"TPP2",-0.158896407988649,8.6637629681711,0.439455828267171,0.507385220864499,1
"SGCB",-0.303948551039887,6.04783479915049,0.438990220369174,0.50761023603965,1
"SOX1",-0.387187331746276,5.39269221287691,0.438957399566451,0.507626103886781,1
"SLC9A1",0.26785188657007,6.91614235195627,0.438931690969888,0.507638533797517,1
"SOCS2",-0.338740409648718,6.59758003002763,0.438571234127066,0.507812867114968,1
"ZFYVE16",-0.198408021663949,7.55253251841916,0.438547590979297,0.507824305617635,1
"PPP2R3A",-0.224259170960628,6.8255619672507,0.438515346832391,0.507839905979656,1
"NDST3",-0.251862373472025,6.55016991756738,0.438347492870935,0.507921130406544,1
"ORC5",-0.303983853753658,6.71137395126273,0.438301996667747,0.507943149843898,1
"CHGB",0.346093828824067,6.11275357996919,0.438289500298765,0.507949198175097,1
"IGLV7-46",-0.693771065576929,3.32052301563899,0.438228032450075,0.507978950855132,1
"ECM1",-0.383816926628833,6.51560458969442,0.438136321159147,0.508023348043575,1
"ITGA1",0.174008561219803,7.79598591826664,0.43810792845534,0.508037094229527,1
"MLX",-0.419038611028151,5.97588125809867,0.438012905731455,0.50808310366718,1
"ZDHHC4",0.314278974948905,6.18428574918683,0.437355355006081,0.508401682610277,1
"PLCB4",0.161151771401569,8.820221484391,0.437256357067835,0.508449676263599,1
"SUB1",-0.217866780296792,7.09515544158401,0.437087209933737,0.508531695931048,1
"RASSF1",-0.359487898098118,5.75490565855873,0.436473055623626,0.508829692022253,1
"DESI1",0.343933844037425,6.17721567310079,0.436377691120633,0.508875991197488,1
"MAP3K12",0.195278533407926,7.42054426271962,0.436242085610088,0.508941839773755,1
"ACAT2",0.415711041698692,5.52813311272316,0.435719564571795,0.509195707881321,1
"CUTC",-0.228404901044619,7.13415903308517,0.435688259514755,0.509210924457106,1
"IL10",-0.283001535079693,6.00679819116728,0.43565411717244,0.509227521058427,1
"PRKAR2B",-0.239309411832777,6.70194376298151,0.435296006741768,0.509401654906011,1
"SOD1",-0.438016788317864,4.51189229433157,0.434535501286053,0.5097717975562,1
"CFI",-0.196002933321221,7.65383971076185,0.434518825294267,0.509779919068354,1
"CDH10",-0.274160495798655,6.45302795046701,0.434087361037139,0.509990127788727,1
"ACADSB",0.24227903728964,6.82268535667795,0.434023320117777,0.510021341194089,1
"AATK",-0.228264227657486,7.32996082504918,0.434020536996817,0.510022697756089,1
"SEC24A",0.239966497644447,6.90049386087743,0.433914043439017,0.510074610036312,1
"KIF5B",0.232090363933195,6.96854003453566,0.433849803248435,0.510105929538179,1
"SAMD4B",-0.212208559282399,7.23493757395244,0.433605463560534,0.510225084678178,1
"USP47",-0.215664795301436,7.32650553589262,0.43243707741296,0.510795528143597,1
"IFT57",0.257761225716271,6.35385987838721,0.432005493366689,0.511006520504447,1
"TP63",0.221286533621861,7.03802783807188,0.43196030107853,0.511028622792071,1
"DGKD",0.210259186579679,7.49385727630843,0.431953218297732,0.511032086932676,1
"SNX9",0.192569621446146,8.07529562762642,0.431754270228083,0.511129407718182,1
"CTSK",-0.240532783880857,7.38416655313664,0.431534686031469,0.511236860496511,1
"FLT4",0.18501324771488,8.11136325104277,0.431494505927391,0.511256526729239,1
"BAZ1A",0.187216600539617,7.54638920104199,0.431437128229522,0.511284612631264,1
"OTUD6B",-0.364699329482133,5.45109342504244,0.431414826605589,0.511295529810676,1
"TXN2",0.342879052343662,5.69038589748898,0.431329422577846,0.511337340864525,1
"GPR50",-0.656023532815815,3.27980932867988,0.431228834519327,0.511386593128572,1
"ALDH1A2",-0.180442883904136,7.61748451014397,0.431080817228846,0.511459083748099,1
"ADAMTSL2",0.238827247842757,7.07345525869163,0.430994497764516,0.511501366433142,1
"SP2",-0.317606294825084,6.08429492047098,0.430272362131467,0.511855334562735,1
"R3HCC1L",-0.317601359217081,6.03564436807428,0.430220397780656,0.511880822233312,1
"IGFBP7",-0.372232963176605,5.07688956842625,0.430196656852745,0.51189246750575,1
"FBXO25",0.19320393710865,7.47946095745674,0.430194875654639,0.511893341228011,1
"DRD4",0.947388739607598,0.371486126112555,0.430147663448945,0.511916500939864,1
"DPH2",0.378490442728279,6.18271305477195,0.430146614371086,0.511917015580415,1
"DIAPH2",0.254575445402878,6.51193947680712,0.430021798082948,0.511978252450414,1
"CFHR2",-0.362926563510275,6.56499954397225,0.429919517462842,0.51202844243561,1
"ANGPTL2",-0.26953352139761,6.30419223069545,0.429888568746148,0.512043630921071,1
"SLC25A36",-0.214805039674909,7.23256476124585,0.429753513385457,0.512109920247434,1
"AGL",0.188789070074701,7.4804831258058,0.42883351793513,0.512561878959769,1
"YBX1",-0.312785446819573,5.91797699347178,0.42852885088476,0.512711702969402,1
"C1RL",0.941917466623742,0.756395163966954,0.428174909984717,0.512885853604003,1
"ARID5A",-0.28627858888344,6.1704776835851,0.428145318868353,0.512900418068602,1
"GPA33",0.327312189534904,5.52722167966457,0.427992394870732,0.512975697256091,1
"CASP3",0.273804130595183,6.90233167092415,0.427956714397515,0.51299326428045,1
"PLXNB1",0.183353302973493,8.09590194261585,0.427718576938094,0.513110536332695,1
"MSRB1",0.486750685488302,5.32066072544268,0.427436733635609,0.513249391799866,1
"TMA7",0.734218766240724,3.552468627981,0.427310320167811,0.513311693030007,1
"CR1L",-0.256111512250274,6.57145547047165,0.426748730905868,0.513588624083168,1
"SH3PXD2A",0.233688713579737,7.33463200291837,0.426693071800058,0.513616084875685,1
"NOS3",0.252764025750405,6.75160734776146,0.426674509173123,0.51362524377368,1
"CHSY1",0.244665148728456,6.79082958977105,0.426672188856717,0.513626388650013,1
"CNBP",0.383799865080277,6.66981795246218,0.426617726066496,0.513653262622576,1
"SSU72",-0.277497704854496,6.54844483643395,0.426413308889543,0.513754151518721,1
"CASP7",-0.360815139602095,6.82680268353922,0.425902570333985,0.514006374365472,1
"CNTN6",0.249591668494904,7.30733063186902,0.425120721225163,0.514392900325612,1
"MYL5",-0.316268585603329,5.873332897886,0.424852511500157,0.514525612967906,1
"UGP2",-0.236704364894701,7.7288411535871,0.42398315136397,0.514956191023537,1
"KRT35",0.377452469292778,5.33898836421476,0.423916692438996,0.514989132764103,1
"PPAT",-0.269966438096767,6.43418593375984,0.423905227469028,0.514994815985428,1
"ONECUT1",-0.330574633621821,6.52545781215023,0.423700658791272,0.515096239716796,1
"MED1",-0.226843874793989,6.91355113247808,0.423368079865926,0.515261204466968,1
"GANC",-0.15276527984062,9.22815069974127,0.42332121615657,0.515284457069485,1
"PHF14",0.184989936712281,7.68591423273299,0.423263887103944,0.515312904805433,1
"CSF3",0.392502764511926,6.00430942686885,0.423238884031928,0.515325312650811,1
"ALDH3A1",-0.239198988460655,6.91241492186572,0.422210386025059,0.515836160254951,1
"DBI",-0.391039912589827,5.62666897020874,0.422029182403795,0.51592625447741,1
"PPFIA4",0.172838265783583,7.95038553399908,0.422028033693657,0.515926825702436,1
"COX6A2",-1.08293526066762,2.0328250400807,0.421760965707049,0.516059661995343,1
"CHN1",0.160064924144369,8.2492750934856,0.421753972397791,0.516063141183672,1
"UPB1",0.280939753667769,6.68990879926588,0.421701774833871,0.516089110893892,1
"STAG1",-0.210330965574124,7.38695314300882,0.421293405677989,0.516292364579055,1
"OCRL",0.245590148843863,6.61704501930721,0.42063080997755,0.516622450089937,1
"MAFF",0.32201254142416,5.72781412534512,0.420429934069906,0.516722593465998,1
"BMX",0.34437894859115,5.63058551526822,0.420152195977636,0.516861111206256,1
"CKAP2",-0.317104470959514,6.64649862655504,0.420041452856367,0.516916360821917,1
"TPX2",-0.267001354969265,6.54689182567213,0.419908207679189,0.516982850397232,1
"SPRR2G",-0.534761049419902,3.26046757236228,0.419218846618835,0.517327082156664,1
"CERS2",0.262539341111368,6.73933514973279,0.418654177959914,0.517609348286179,1
"TSPAN15",-0.313114677303723,6.07940481552701,0.418420259195603,0.517726358531105,1
"SMARCC1",-0.185726496511092,7.48959974220965,0.418188671123684,0.5178422486338,1
"APOA4",0.721230096401068,2.80490693161687,0.417825129899949,0.518024261870868,1
"NBEA",-0.153936211716008,9.52707302631582,0.417102716338611,0.518386284231601,1
"CYP2J2",-0.314896742907206,6.42835531434475,0.416035717846936,0.518921801582998,1
"MAP3K14",-0.29042153447872,6.3620797779554,0.415471892093507,0.519205173690487,1
"MPP2",0.25682919587963,7.22357140813908,0.415307462690265,0.519287865210855,1
"GCLC",0.191339404096415,8.13516267214616,0.414924314632742,0.519480640232809,1
"MYL6",0.242412552720643,7.92968093258759,0.41472285400846,0.5195820525553,1
"PI15",0.252836028964478,6.48986910740346,0.414510478540982,0.519688996986656,1
"FKBP3",0.366851439477766,5.41788903761826,0.414495940324885,0.519696319311785,1
"KRT86",0.42268692695616,5.10353671689525,0.41411582885112,0.519887830931558,1
"CPE",-0.300922080634069,6.42875680620249,0.413975934622907,0.519958345152003,1
"HMGCS2",-0.379594052730463,5.3582912950038,0.413768755190786,0.520062805692122,1
"PTGIR",0.305910127309368,6.05902576682745,0.413698045124475,0.52009846639947,1
"UPP1",-0.343549749173456,6.37816689875975,0.413588801532459,0.520153568917934,1
"SLC1A1",-0.2575437220979,6.43209585306558,0.413421805219361,0.520237821820994,1
"NMT2",0.281757076181898,6.48888349500235,0.413212910259535,0.520343247276453,1
"VNN1",0.315800009513521,5.63425513503159,0.413121025866676,0.520389631570691,1
"PDE10A",0.144644242839862,9.1980693740542,0.412719740010338,0.520592290737691,1
"PPP1CB",0.18498603400325,7.79832967617375,0.412326744280898,0.520790898134135,1
"USP53",0.18531273221922,7.33768695656793,0.41212160829903,0.520894620363507,1
"PSMG1",0.410113703486836,5.21784098711605,0.412036016078305,0.520937908853958,1
"TP53BP2",0.224674233366889,7.11078194134551,0.411627485592103,0.521144611726935,1
"CLASP1",0.187821872193928,7.95159953128803,0.411385134300446,0.52126730187808,1
"LCK",0.258117609640806,7.0000425600463,0.411114547280377,0.521404346625195,1
"PDE1A",-0.228337285064176,7.25752077515614,0.41111021078655,0.521406543455963,1
"ANKRD17",-0.18148863929147,7.78440133738073,0.411073527261246,0.52142512767101,1
"NXPH4",-0.415856886882346,5.16952383857553,0.410986124825506,0.521469411273237,1
"FUCA1",-0.359302715530062,5.61114748954912,0.410984946863962,0.521470008148437,1
"GTF2E2",-0.275516287063299,6.15646027911825,0.410940402771509,0.521492579604732,1
"N6AMT1",-0.275220859810239,5.92140701135027,0.41090330936191,0.521511376955832,1
"ERCC6",0.172076188127694,8.57067291655149,0.410851326718323,0.521537721547306,1
"RSL1D1",0.232111018268365,7.14712520235579,0.410842904371185,0.521541990179786,1
"HTR1B",0.455438453775541,4.23384340531739,0.410490336436317,0.521720734835325,1
"EGR4",0.55152358840988,4.71078540668769,0.410277350563186,0.521828766737414,1
"CFTR",-0.154976176070055,8.55683053375877,0.410267686583982,0.521833669493567,1
"AQP7",-0.303556099362773,6.5817040977476,0.410169859052459,0.521883304207334,1
"LZTS1",-0.278224812610107,6.43700437605462,0.41003083608049,0.521953854595674,1
"TSPAN9",-0.237643124068942,6.70137776296138,0.409950822636551,0.521994466895292,1
"CTAG2",0.844974572766002,3.05338736893338,0.409627134336013,0.522158817912608,1
"ATF1",0.29502739296722,6.06172264737055,0.409192432494308,0.52237967953252,1
"PCMT1",0.296692667803861,6.04796097243509,0.409027147722552,0.522463700158489,1
"ATRNL1",0.174338181001109,7.6652935654941,0.408984415192046,0.522485426643831,1
"NCK2",0.326560561344865,5.56639206659165,0.408889325657678,0.522533778721459,1
"STRN4",-0.231151087859759,7.40436647791991,0.408846746997948,0.522555432111884,1
"TAB1",-0.297078395645671,6.57979971419604,0.40854662448584,0.522708104582239,1
"ZNF268",0.159910840626773,8.50337822388187,0.408535372792774,0.522713829860098,1
"ZAP70",0.261020298736872,7.45687629802191,0.408406574393815,0.522779375164835,1
"PFDN5",0.271676011143299,8.0109300150197,0.408263905096621,0.522851996342666,1
"BRD3",0.249961959131242,6.68145890752744,0.408258526905025,0.522854734286133,1
"ZNF234",-0.286557685785741,5.89585698681954,0.408154974891219,0.522907455761492,1
"METAP1",-0.228928417229542,6.97755921277032,0.408072852020052,0.522949273705851,1
"PSMB2",-0.318156997265537,5.87471220534478,0.407774057249039,0.523101473574372,1
"HAP1",0.238326319376453,6.7556231203907,0.407657563453457,0.523160834371356,1
"HOXB13",-0.383468471789046,5.09182645571819,0.407644280616245,0.523167603557059,1
"HPR",-0.425430784415578,5.1638540522701,0.407591556959517,0.523194474063376,1
