HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Alias symbols	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:53094	LINC02225	long intergenic non-protein coding RNA 2225	Approved	RNA, long non-coding			5q11.2	101928539	ENSG00000249584	OTTHUMG00000162198	1986	Long intergenic non-protein coding RNAs
HGNC:53095	LINC02226	long intergenic non-protein coding RNA 2226	Approved	RNA, long non-coding			5p15.31	729506	ENSG00000245729	OTTHUMG00000161709	1986	Long intergenic non-protein coding RNAs
HGNC:53096	LINC02227	long intergenic non-protein coding RNA 2227	Approved	RNA, long non-coding			5q33.3	101927697	ENSG00000276778	OTTHUMG00000186522	1986	Long intergenic non-protein coding RNAs
HGNC:53097	LINC02228	long intergenic non-protein coding RNA 2228	Approved	RNA, long non-coding		HIKER	5p14.1	105374694	ENSG00000251273	OTTHUMG00000161956	1986	Long intergenic non-protein coding RNAs
HGNC:53098	LINC02229	long intergenic non-protein coding RNA 2229	Approved	RNA, long non-coding			5q12.3	101928769	ENSG00000250313	OTTHUMG00000162359	1986	Long intergenic non-protein coding RNAs
HGNC:53099	LINC02230	long intergenic non-protein coding RNA 2230	Approved	RNA, long non-coding			5q13.2	105379033	ENSG00000251543	OTTHUMG00000162497	1986	Long intergenic non-protein coding RNAs
HGNC:53100	LINC02231	long intergenic non-protein coding RNA 2231	Approved	RNA, long non-coding		RP11-766N7.4	12q14.3	109729131	ENSG00000248995	OTTHUMG00000168830	1986	Long intergenic non-protein coding RNAs
HGNC:53103	LINC02232	long intergenic non-protein coding RNA 2232	Approved	RNA, long non-coding		RP11-707A18.1	4q13.1	401134	ENSG00000250125	OTTHUMG00000160703	1986	Long intergenic non-protein coding RNAs
HGNC:53104	LINC02233	long intergenic non-protein coding RNA 2233	Approved	RNA, long non-coding		RP11-6C14.1	4q32.1	109729132	ENSG00000250488	OTTHUMG00000161434	1986	Long intergenic non-protein coding RNAs
HGNC:53105	LINC02234	long intergenic non-protein coding RNA 2234	Approved	RNA, long non-coding		RP11-455B3.1	5q15	109729164	ENSG00000248202	OTTHUMG00000162710	1986	Long intergenic non-protein coding RNAs
HGNC:53106	LINC02235	long intergenic non-protein coding RNA 2235	Approved	RNA, long non-coding		RP11-354A14.1	8q21.13	109729147	ENSG00000254689	OTTHUMG00000165230	1986	Long intergenic non-protein coding RNAs
HGNC:53107	LINC02236	long intergenic non-protein coding RNA 2236	Approved	RNA, long non-coding		RP11-332J15.1	5p15.31	109729133	ENSG00000251365	OTTHUMG00000161704	1986	Long intergenic non-protein coding RNAs
HGNC:53108	LINC02237	long intergenic non-protein coding RNA 2237	Approved	RNA, long non-coding		RP11-1101K5.1	8q23.3	105375706	ENSG00000253434	OTTHUMG00000164883	1986	Long intergenic non-protein coding RNAs
HGNC:53116	LINC02238	long intergenic non-protein coding RNA 2238	Approved	RNA, long non-coding		RP4-788P17.1	1p31.1	109729166	ENSG00000223479	OTTHUMG00000009567	1986	Long intergenic non-protein coding RNAs
HGNC:27969	LINC02239	long intergenic non-protein coding RNA 2239	Approved	RNA, long non-coding			5p14.1	340107	ENSG00000248908	OTTHUMG00000161889	1986	Long intergenic non-protein coding RNAs
HGNC:53118	LINC02240	long intergenic non-protein coding RNA 2240	Approved	RNA, long non-coding			5q23.2	101927460	ENSG00000260192	OTTHUMG00000163260	1986	Long intergenic non-protein coding RNAs
HGNC:53126	LINC02241	long intergenic non-protein coding RNA 2241	Approved	RNA, long non-coding			5p14.3	105374676	ENSG00000251629	OTTHUMG00000162067	1986	Long intergenic non-protein coding RNAs
HGNC:53127	LINC02242	long intergenic non-protein coding RNA 2242	Approved	RNA, long non-coding			5q13.1	105379006	ENSG00000249736	OTTHUMG00000162355	1986	Long intergenic non-protein coding RNAs
HGNC:53129	LINC02243	long intergenic non-protein coding RNA 2243	Approved	RNA, long non-coding		ENST00000441841	Xq26.3	340581	ENSG00000236091	OTTHUMG00000022462	1986	Long intergenic non-protein coding RNAs
HGNC:53929	LINC02244	long intergenic non-protein coding RNA 2244	Approved	RNA, long non-coding		RP11-20G13.3	15q26.3	105371018	ENSG00000259590	OTTHUMG00000171948	1986	Long intergenic non-protein coding RNAs
HGNC:53134	LINC02245	long intergenic non-protein coding RNA 2245	Approved	RNA, long non-coding		lnc-SERTAD2-3, AC007386.2	2p14	400958	ENSG00000237638	OTTHUMG00000152704	1986	Long intergenic non-protein coding RNAs
HGNC:53140	LINC02247	long intergenic non-protein coding RNA 2247	Approved	RNA, long non-coding		ENST00000417135	9q34.2	105376310	ENSG00000223729	OTTHUMG00000020883	1986	Long intergenic non-protein coding RNAs
HGNC:53147	LINC02248	long intergenic non-protein coding RNA 2248	Approved	RNA, long non-coding			15q12	107984780	ENSG00000235160	OTTHUMG00000056666	1986	Long intergenic non-protein coding RNAs
HGNC:32351	LINC02249	long intergenic non-protein coding RNA 2249	Approved	RNA, long non-coding		DKFZp434L187	15q13.2	26082	ENSG00000225930	OTTHUMG00000175642	1986	Long intergenic non-protein coding RNAs
HGNC:53148	LINC02250	long intergenic non-protein coding RNA 2250	Approved	RNA, long non-coding		TCONS_00023273	15q11.2-q12	105370737	ENSG00000235731	OTTHUMG00000056663	1986	Long intergenic non-protein coding RNAs
HGNC:53149	LINC02251	long intergenic non-protein coding RNA 2251	Approved	RNA, long non-coding			15q26.3	105371008	ENSG00000258483	OTTHUMG00000171822	1986	Long intergenic non-protein coding RNAs
HGNC:53150	LINC02252	long intergenic non-protein coding RNA 2252	Approved	RNA, long non-coding			15q14	105370762	ENSG00000261304	OTTHUMG00000173391	1986	Long intergenic non-protein coding RNAs
HGNC:53151	LINC02253	long intergenic non-protein coding RNA 2253	Approved	RNA, long non-coding			15q26.2	107984764	ENSG00000259485	OTTHUMG00000172035	1986	Long intergenic non-protein coding RNAs
HGNC:53152	LINC02254	long intergenic non-protein coding RNA 2254	Approved	RNA, long non-coding			15q26.2	101927286	ENSG00000259664	OTTHUMG00000172036	1986	Long intergenic non-protein coding RNAs
HGNC:53153	LINC02255	long intergenic non-protein coding RNA 2255	Approved	RNA, long non-coding			15q24.1	105370894	ENSG00000277718	OTTHUMG00000186954	1986	Long intergenic non-protein coding RNAs
HGNC:53157	LINC02256	long intergenic non-protein coding RNA 2256	Approved	RNA, long non-coding			15q13.3	100996255	ENSG00000261064	OTTHUMG00000175400	1986	Long intergenic non-protein coding RNAs
HGNC:53159	LINC02257	long intergenic non-protein coding RNA 2257	Approved	RNA, long non-coding		RP11-815M8.1	1q41	105372950	ENSG00000238042	OTTHUMG00000037423	1986	Long intergenic non-protein coding RNAs
HGNC:53165	LINC02258	long intergenic non-protein coding RNA 2258	Approved	RNA, long non-coding		RP11-248E9.5	12q21.32	110806294	ENSG00000257912	OTTHUMG00000169866	1986	Long intergenic non-protein coding RNAs
HGNC:53172	LINC02259	long intergenic non-protein coding RNA 2259	Approved	RNA, long non-coding			15q24.1	102723640	ENSG00000259783	OTTHUMG00000173096	1986	Long intergenic non-protein coding RNAs
HGNC:27956	LINC02260	long intergenic non-protein coding RNA 2260	Approved	RNA, long non-coding			4q12	339978	ENSG00000250456	OTTHUMG00000161130	1986	Long intergenic non-protein coding RNAs
HGNC:53173	LINC02261	long intergenic non-protein coding RNA 2261	Approved	RNA, long non-coding			4p15.2	101929199	ENSG00000249699	OTTHUMG00000161689	1986	Long intergenic non-protein coding RNAs
HGNC:53174	LINC02262	long intergenic non-protein coding RNA 2262	Approved	RNA, long non-coding			4q26	105377389	ENSG00000224932	OTTHUMG00000059449	1986	Long intergenic non-protein coding RNAs
HGNC:53175	LINC02263	long intergenic non-protein coding RNA 2263	Approved	RNA, long non-coding			4q26	105377390	ENSG00000228358	OTTHUMG00000059445	1986	Long intergenic non-protein coding RNAs
HGNC:53176	LINC02264	long intergenic non-protein coding RNA 2264	Approved	RNA, long non-coding			4q26	105377391	ENSG00000229565	OTTHUMG00000059447	1986	Long intergenic non-protein coding RNAs
HGNC:53179	LINC02265	long intergenic non-protein coding RNA 2265	Approved	RNA, long non-coding			4p14	101060498	ENSG00000249241	OTTHUMG00000160407	1986	Long intergenic non-protein coding RNAs
HGNC:53180	LINC02266	long intergenic non-protein coding RNA 2266	Approved	RNA, long non-coding			4q31.21	105377466	ENSG00000272727	OTTHUMG00000186407	1986	Long intergenic non-protein coding RNAs
HGNC:53181	LINC02267	long intergenic non-protein coding RNA 2267	Approved	RNA, long non-coding			4q22.3	105377338	ENSG00000248510	OTTHUMG00000161181	1986	Long intergenic non-protein coding RNAs
HGNC:53183	LINC02268	long intergenic non-protein coding RNA 2268	Approved	RNA, long non-coding			4q34.1	101928509	ENSG00000248174	OTTHUMG00000160745	1986	Long intergenic non-protein coding RNAs
HGNC:53184	LINC02269	long intergenic non-protein coding RNA 2269	Approved	RNA, long non-coding			4q34.1	101928478	ENSG00000250708	OTTHUMG00000160736	1986	Long intergenic non-protein coding RNAs
HGNC:53185	LINC02270	long intergenic non-protein coding RNA 2270	Approved	RNA, long non-coding			4p15.33	101929019	ENSG00000251210	OTTHUMG00000160074	1986	Long intergenic non-protein coding RNAs
HGNC:53186	LINC02271	long intergenic non-protein coding RNA 2271	Approved	RNA, long non-coding			4q13.1	105377249	ENSG00000240152	OTTHUMG00000160657	1986	Long intergenic non-protein coding RNAs
HGNC:53187	LINC02272	long intergenic non-protein coding RNA 2272	Approved	RNA, long non-coding			4q32.1	107986322	ENSG00000251283	OTTHUMG00000161775	1986	Long intergenic non-protein coding RNAs
HGNC:53188	LINC02273	long intergenic non-protein coding RNA 2273	Approved	RNA, long non-coding			4q31.3	100996286	ENSG00000245954	OTTHUMG00000161715	1986	Long intergenic non-protein coding RNAs
HGNC:53190	LINC02274	long intergenic non-protein coding RNA 2274	Approved	RNA, long non-coding			14q24.3	100506498	ENSG00000258586	OTTHUMG00000171254	1986	Long intergenic non-protein coding RNAs
HGNC:53191	LINC02275	long intergenic non-protein coding RNA 2275	Approved	RNA, long non-coding			4q33	100506085	ENSG00000248319	OTTHUMG00000160949	1986	Long intergenic non-protein coding RNAs
HGNC:53192	LINC02276	long intergenic non-protein coding RNA 2276	Approved	RNA, long non-coding			4q31.21	105377456	ENSG00000250141	OTTHUMG00000161339	1986	Long intergenic non-protein coding RNAs
HGNC:53193	LINC02277	long intergenic non-protein coding RNA 2277	Approved	RNA, long non-coding			14q21.2	107984027	ENSG00000258487	OTTHUMG00000170687	1986	Long intergenic non-protein coding RNAs
HGNC:53194	LINC02278	long intergenic non-protein coding RNA 2278	Approved	RNA, long non-coding			4p14	105374411	ENSG00000251635	OTTHUMG00000160485	1986	Long intergenic non-protein coding RNAs
HGNC:53195	LINC02279	long intergenic non-protein coding RNA 2279	Approved	RNA, long non-coding			14q32.13	107984637	ENSG00000258933	OTTHUMG00000171626	1986	Long intergenic non-protein coding RNAs
HGNC:53196	LINC02280	long intergenic non-protein coding RNA 2280	Approved	RNA, long non-coding			14q32.33	101929634	ENSG00000260792	OTTHUMG00000173007	1986	Long intergenic non-protein coding RNAs
HGNC:53197	LINC02281	long intergenic non-protein coding RNA 2281	Approved	RNA, long non-coding			14q12	105370423	ENSG00000257748	OTTHUMG00000170360	1986	Long intergenic non-protein coding RNAs
HGNC:53199	LINC02282	long intergenic non-protein coding RNA 2282	Approved	RNA, long non-coding			14q12	105370424	ENSG00000257056	OTTHUMG00000170346	1986	Long intergenic non-protein coding RNAs
HGNC:53200	LINC02283	long intergenic non-protein coding RNA 2283	Approved	RNA, long non-coding			4q12	105377656	ENSG00000248184	OTTHUMG00000160645	1986	Long intergenic non-protein coding RNAs
HGNC:53201	LINC02284	long intergenic non-protein coding RNA 2284	Approved	RNA, long non-coding			14q22.3	102723699	ENSG00000259719	OTTHUMG00000172127	1986	Long intergenic non-protein coding RNAs
HGNC:53202	LINC02285	long intergenic non-protein coding RNA 2285	Approved	RNA, long non-coding			14q32.31	101929422	ENSG00000259004	OTTHUMG00000171672	1986	Long intergenic non-protein coding RNAs
HGNC:53203	LINC02286	long intergenic non-protein coding RNA 2286	Approved	RNA, long non-coding			14q12	105370414	ENSG00000258098	OTTHUMG00000170437	1986	Long intergenic non-protein coding RNAs
HGNC:53204	LINC02287	long intergenic non-protein coding RNA 2287	Approved	RNA, long non-coding			14q32.12	101929002	ENSG00000258499	OTTHUMG00000171224	1986	Long intergenic non-protein coding RNAs
HGNC:27505	LINC02288	long intergenic non-protein coding RNA 2288	Approved	RNA, long non-coding			14q24.3	283575	ENSG00000246548	OTTHUMG00000171579	1986	Long intergenic non-protein coding RNAs
HGNC:53205	LINC02289	long intergenic non-protein coding RNA 2289	Approved	RNA, long non-coding			14q24.3	102724190	ENSG00000258819	OTTHUMG00000171581	1986	Long intergenic non-protein coding RNAs
HGNC:53206	LINC02290	long intergenic non-protein coding RNA 2290	Approved	RNA, long non-coding			14q23.3	105370540	ENSG00000258502	OTTHUMG00000171178	1986	Long intergenic non-protein coding RNAs
HGNC:53207	LINC02291	long intergenic non-protein coding RNA 2291	Approved	RNA, long non-coding			14q32.2	100129345	ENSG00000197176	OTTHUMG00000171466	1986	Long intergenic non-protein coding RNAs
HGNC:53208	LINC02292	long intergenic non-protein coding RNA 2292	Approved	RNA, long non-coding			14q32.13	101929080	ENSG00000258630	OTTHUMG00000171631	1986	Long intergenic non-protein coding RNAs
HGNC:53209	LINC02293	long intergenic non-protein coding RNA 2293	Approved	RNA, long non-coding			14q12	102724890	ENSG00000257185	OTTHUMG00000170416	1986	Long intergenic non-protein coding RNAs
HGNC:53210	LINC02294	long intergenic non-protein coding RNA 2294	Approved	RNA, long non-coding			14q12	101927062	ENSG00000257845	OTTHUMG00000170331	1986	Long intergenic non-protein coding RNAs
HGNC:53211	LINC02295	long intergenic non-protein coding RNA 2295	Approved	RNA, long non-coding			14q32.2	105370652	ENSG00000258511	OTTHUMG00000171472	1986	Long intergenic non-protein coding RNAs
HGNC:53212	LINC02296	long intergenic non-protein coding RNA 2296	Approved	RNA, long non-coding			14q31.3	105370610	ENSG00000258859	OTTHUMG00000171354	1986	Long intergenic non-protein coding RNAs
HGNC:53214	LINC02297	long intergenic non-protein coding RNA 2297	Approved	RNA, long non-coding			14q11.2	642426	ENSG00000257504	OTTHUMG00000170300	1986	Long intergenic non-protein coding RNAs
HGNC:53216	LINC02298	long intergenic non-protein coding RNA 2298	Approved	RNA, long non-coding			14q32.33	102723354	ENSG00000257556	OTTHUMG00000170462	1986	Long intergenic non-protein coding RNAs
HGNC:53218	LINC02299	long intergenic non-protein coding RNA 2299	Approved	RNA, long non-coding			14q32.2	105370646	ENSG00000258979	OTTHUMG00000171455	1986	Long intergenic non-protein coding RNAs
HGNC:53219	LINC02300	long intergenic non-protein coding RNA 2300	Approved	RNA, long non-coding			14q12	105370422	ENSG00000258175	OTTHUMG00000170383	1986	Long intergenic non-protein coding RNAs
HGNC:53220	LINC02301	long intergenic non-protein coding RNA 2301	Approved	RNA, long non-coding			14q31.1	101928599	ENSG00000258743	OTTHUMG00000171387	1986	Long intergenic non-protein coding RNAs
HGNC:53221	LINC02302	long intergenic non-protein coding RNA 2302	Approved	RNA, long non-coding			14q21.2	101927351	ENSG00000258998	OTTHUMG00000170717	1986	Long intergenic non-protein coding RNAs
HGNC:53222	LINC02303	long intergenic non-protein coding RNA 2303	Approved	RNA, long non-coding		TRMP	14q21.2	105370479	ENSG00000258616	OTTHUMG00000170731	1986	Long intergenic non-protein coding RNAs
HGNC:53223	LINC02304	long intergenic non-protein coding RNA 2304	Approved	RNA, long non-coding			14q32.2	105370648	ENSG00000259110	OTTHUMG00000171464	1986	Long intergenic non-protein coding RNAs
HGNC:53224	LINC02305	long intergenic non-protein coding RNA 2305	Approved	RNA, long non-coding			14q31.2	102724338	ENSG00000258532	OTTHUMG00000171383	1986	Long intergenic non-protein coding RNAs
HGNC:53225	LINC02306	long intergenic non-protein coding RNA 2306	Approved	RNA, long non-coding			14q12	107984700	ENSG00000257986	OTTHUMG00000170315	1986	Long intergenic non-protein coding RNAs
HGNC:53226	LINC02307	long intergenic non-protein coding RNA 2307	Approved	RNA, long non-coding			14q21.2	105370471	ENSG00000258969	OTTHUMG00000170682	1986	Long intergenic non-protein coding RNAs
HGNC:53227	LINC02308	long intergenic non-protein coding RNA 2308	Approved	RNA, long non-coding			14q31.1	100506700	ENSG00000258675	OTTHUMG00000171418	1986	Long intergenic non-protein coding RNAs
HGNC:53228	LINC02309	long intergenic non-protein coding RNA 2309	Approved	RNA, long non-coding			14q31.3	105370607	ENSG00000258994	OTTHUMG00000171356	1986	Long intergenic non-protein coding RNAs
HGNC:53229	LINC02310	long intergenic non-protein coding RNA 2310	Approved	RNA, long non-coding			14q22.1	105370496			1986	Long intergenic non-protein coding RNAs
HGNC:53230	LINC02311	long intergenic non-protein coding RNA 2311	Approved	RNA, long non-coding			14q31.1	102724294	ENSG00000258718	OTTHUMG00000171400	1986	Long intergenic non-protein coding RNAs
HGNC:53231	LINC02312	long intergenic non-protein coding RNA 2312	Approved	RNA, long non-coding			14q32.2	100132612	ENSG00000258869	OTTHUMG00000171468	1986	Long intergenic non-protein coding RNAs
HGNC:53232	LINC02313	long intergenic non-protein coding RNA 2313	Approved	RNA, long non-coding			14q12	105370439	ENSG00000258474	OTTHUMG00000170586	1986	Long intergenic non-protein coding RNAs
HGNC:53233	LINC02314	long intergenic non-protein coding RNA 2314	Approved	RNA, long non-coding			14q32.31	100507277	ENSG00000259082	OTTHUMG00000171680	1986	Long intergenic non-protein coding RNAs
HGNC:53234	LINC02315	long intergenic non-protein coding RNA 2315	Approved	RNA, long non-coding			14q21.1	644919	ENSG00000251363	OTTHUMG00000170679	1986	Long intergenic non-protein coding RNAs
HGNC:53235	LINC02316	long intergenic non-protein coding RNA 2316	Approved	RNA, long non-coding			14q31.3	102724380	ENSG00000258912	OTTHUMG00000171374	1986	Long intergenic non-protein coding RNAs
HGNC:53236	LINC02317	long intergenic non-protein coding RNA 2317	Approved	RNA, long non-coding			14q32.11	101930294	ENSG00000258678	OTTHUMG00000171046	1986	Long intergenic non-protein coding RNAs
HGNC:53237	LINC02318	long intergenic non-protein coding RNA 2318	Approved	RNA, long non-coding			14q32.13	100506999	ENSG00000258390	OTTHUMG00000171638	1986	Long intergenic non-protein coding RNAs
HGNC:53238	LINC02319	long intergenic non-protein coding RNA 2319	Approved	RNA, long non-coding			14q22.1	105370498	ENSG00000258694	OTTHUMG00000171087	1986	Long intergenic non-protein coding RNAs
HGNC:53239	LINC02320	long intergenic non-protein coding RNA 2320	Approved	RNA, long non-coding			14q32.31	105370676	ENSG00000258404	OTTHUMG00000171691	1986	Long intergenic non-protein coding RNAs
HGNC:53240	LINC02321	long intergenic non-protein coding RNA 2321	Approved	RNA, long non-coding			14q32.11	105370623	ENSG00000258884	OTTHUMG00000171053	1986	Long intergenic non-protein coding RNAs
HGNC:53241	LINC02322	long intergenic non-protein coding RNA 2322	Approved	RNA, long non-coding			14q23.1	101927729	ENSG00000258556	OTTHUMG00000171137	1986	Long intergenic non-protein coding RNAs
HGNC:53242	LINC02323	long intergenic non-protein coding RNA 2323	Approved	RNA, long non-coding			14q32.31	105370681	ENSG00000259230	OTTHUMG00000171913	1986	Long intergenic non-protein coding RNAs
HGNC:53244	LINC02324	long intergenic non-protein coding RNA 2324	Approved	RNA, long non-coding			14q23.3	100128233	ENSG00000255002	OTTHUMG00000166151	1986	Long intergenic non-protein coding RNAs
HGNC:53245	LINC02325	long intergenic non-protein coding RNA 2325	Approved	RNA, long non-coding			14q32.2	101929241	ENSG00000246084	OTTHUMG00000171465	1986	Long intergenic non-protein coding RNAs
HGNC:53246	LINC02326	long intergenic non-protein coding RNA 2326	Approved	RNA, long non-coding			14q12	105370425	ENSG00000257523	OTTHUMG00000170371	1986	Long intergenic non-protein coding RNAs
HGNC:53247	LINC02327	long intergenic non-protein coding RNA 2327	Approved	RNA, long non-coding			14q12	102724917	ENSG00000258038	OTTHUMG00000170368	1986	Long intergenic non-protein coding RNAs
HGNC:53248	LINC02328	long intergenic non-protein coding RNA 2328	Approved	RNA, long non-coding			14q31.3	101928767	ENSG00000258733	OTTHUMG00000171373	1986	Long intergenic non-protein coding RNAs
HGNC:53249	LINC02329	long intergenic non-protein coding RNA 2329	Approved	RNA, long non-coding			14q31.3	105370605	ENSG00000258814	OTTHUMG00000171368	1986	Long intergenic non-protein coding RNAs
HGNC:53250	LINC02330	long intergenic non-protein coding RNA 2330	Approved	RNA, long non-coding			14q31.3	105370611	ENSG00000258770	OTTHUMG00000171350	1986	Long intergenic non-protein coding RNAs
HGNC:53251	LINC02331	long intergenic non-protein coding RNA 2331	Approved	RNA, long non-coding			14q22.2	105370503	ENSG00000235269	OTTHUMG00000150105	1986	Long intergenic non-protein coding RNAs
HGNC:53252	LINC02332	long intergenic non-protein coding RNA 2332	Approved	RNA, long non-coding			14q11.2	105370400	ENSG00000259054	OTTHUMG00000170967	1986	Long intergenic non-protein coding RNAs
HGNC:53253	LINC02333	long intergenic non-protein coding RNA 2333	Approved	RNA, long non-coding			13q14.3	103191607	ENSG00000271564	OTTHUMG00000184174	1986	Long intergenic non-protein coding RNAs
HGNC:53254	LINC02334	long intergenic non-protein coding RNA 2334	Approved	RNA, long non-coding			13q13.3	101929077	ENSG00000274317	OTTHUMG00000187340	1986	Long intergenic non-protein coding RNAs
HGNC:53255	LINC02335	long intergenic non-protein coding RNA 2335	Approved	RNA, long non-coding			13q21.1	124903234	ENSG00000278630	OTTHUMG00000187313	1986	Long intergenic non-protein coding RNAs
HGNC:53256	LINC02336	long intergenic non-protein coding RNA 2336	Approved	RNA, long non-coding			13q31.3	105370309	ENSG00000271395	OTTHUMG00000184176	1986	Long intergenic non-protein coding RNAs
HGNC:53257	LINC02337	long intergenic non-protein coding RNA 2337	Approved	RNA, long non-coding			13q34	105370369	ENSG00000215881	OTTHUMG00000017359	1986	Long intergenic non-protein coding RNAs
HGNC:53258	LINC02338	long intergenic non-protein coding RNA 2338	Approved	RNA, long non-coding			13q21.1	101926897	ENSG00000277448	OTTHUMG00000187310	1986	Long intergenic non-protein coding RNAs
HGNC:53259	LINC02339	long intergenic non-protein coding RNA 2339	Approved	RNA, long non-coding			13q21.2	101926951	ENSG00000279797	OTTHUMG00000189119	1986	Long intergenic non-protein coding RNAs
HGNC:53260	LINC02340	long intergenic non-protein coding RNA 2340	Approved	RNA, long non-coding			13q12.13-q12.2	105370125	ENSG00000275294	OTTHUMG00000187177	1986	Long intergenic non-protein coding RNAs
HGNC:53261	LINC02341	long intergenic non-protein coding RNA 2341	Approved	RNA, long non-coding			13q14.11	105370177	ENSG00000283554	OTTHUMG00000191682	1986	Long intergenic non-protein coding RNAs
HGNC:53262	LINC02342	long intergenic non-protein coding RNA 2342	Approved	RNA, long non-coding			13q21.33	105370253	ENSG00000280580	OTTHUMG00000189545	1986	Long intergenic non-protein coding RNAs
HGNC:53263	LINC02343	long intergenic non-protein coding RNA 2343	Approved	RNA, long non-coding			13q13.2	105370158	ENSG00000271850	OTTHUMG00000185756	1986	Long intergenic non-protein coding RNAs
HGNC:53264	LINC02344	long intergenic non-protein coding RNA 2344	Approved	RNA, long non-coding			13q13.1	105370154	ENSG00000227911	OTTHUMG00000016711	1986	Long intergenic non-protein coding RNAs
HGNC:53267	LINC02345	long intergenic non-protein coding RNA 2345	Approved	RNA, long non-coding			15q14	101928227	ENSG00000259225	OTTHUMG00000172364	1986	Long intergenic non-protein coding RNAs
HGNC:53268	LINC02346	long intergenic non-protein coding RNA 2346	Approved	RNA, long non-coding			15q12	100128714	ENSG00000206187	OTTHUMG00000171719	1986	Long intergenic non-protein coding RNAs
HGNC:53269	LINC02347	long intergenic non-protein coding RNA 2347	Approved	RNA, long non-coding			12q24.32	100128554	ENSG00000214043	OTTHUMG00000168469	1986	Long intergenic non-protein coding RNAs
HGNC:53270	LINC02348	long intergenic non-protein coding RNA 2348	Approved	RNA, long non-coding			15q26.3	101927505	ENSG00000286733		1986	Long intergenic non-protein coding RNAs
HGNC:53271	LINC02349	long intergenic non-protein coding RNA 2349	Approved	RNA, long non-coding			15q22.2	100506530	ENSG00000259284	OTTHUMG00000171940	1986	Long intergenic non-protein coding RNAs
HGNC:53272	LINC02350	long intergenic non-protein coding RNA 2350	Approved	RNA, long non-coding			12q24.32	105370059	ENSG00000255595		1986	Long intergenic non-protein coding RNAs
HGNC:53273	LINC02351	long intergenic non-protein coding RNA 2351	Approved	RNA, long non-coding			15q26.3	105371011	ENSG00000277987	OTTHUMG00000187038	1986	Long intergenic non-protein coding RNAs
HGNC:53274	LINC02352	long intergenic non-protein coding RNA 2352	Approved	RNA, long non-coding			15q13.3	102725022	ENSG00000259448	OTTHUMG00000172222	1986	Long intergenic non-protein coding RNAs
HGNC:53275	LINC02353	long intergenic non-protein coding RNA 2353	Approved	RNA, long non-coding			4p15.1	101927363	ENSG00000251329	OTTHUMG00000160346	1986	Long intergenic non-protein coding RNAs
HGNC:53276	LINC02354	long intergenic non-protein coding RNA 2354	Approved	RNA, long non-coding			12q13.11	107984503	ENSG00000257488	OTTHUMG00000169889	1986	Long intergenic non-protein coding RNAs
HGNC:53277	LINC02355	long intergenic non-protein coding RNA 2355	Approved	RNA, long non-coding			4q31.23	101927849	ENSG00000248210	OTTHUMG00000161393	1986	Long intergenic non-protein coding RNAs
HGNC:53278	LINC02356	long intergenic non-protein coding RNA 2356	Approved	RNA, long non-coding			12q24.12	105369984	ENSG00000257595	OTTHUMG00000169548	1986	Long intergenic non-protein coding RNAs
HGNC:53279	LINC02357	long intergenic non-protein coding RNA 2357	Approved	RNA, long non-coding			4p15.2	105374540	ENSG00000283314	OTTHUMG00000191703	1986	Long intergenic non-protein coding RNAs
HGNC:53281	LINC02358	long intergenic non-protein coding RNA 2358	Approved	RNA, long non-coding			4q12	107986226	ENSG00000251256	OTTHUMG00000160614	1986	Long intergenic non-protein coding RNAs
HGNC:53280	LINC02359	long intergenic non-protein coding RNA 2359	Approved	RNA, long non-coding	LINC02467		12q24.32	101927464	ENSG00000284848	OTTHUMG00000168496	1986	Long intergenic non-protein coding RNAs
HGNC:53282	LINC02360	long intergenic non-protein coding RNA 2360	Approved	RNA, long non-coding			4p15.33	105374484	ENSG00000248300	OTTHUMG00000160041	1986	Long intergenic non-protein coding RNAs
HGNC:53283	LINC02361	long intergenic non-protein coding RNA 2361	Approved	RNA, long non-coding			12q24.33	100996246	ENSG00000256576	OTTHUMG00000168255	1986	Long intergenic non-protein coding RNAs
HGNC:53284	LINC02362	long intergenic non-protein coding RNA 2362	Approved	RNA, long non-coding			4q35.1	102723766	ENSG00000249096	OTTHUMG00000160613	1986	Long intergenic non-protein coding RNAs
HGNC:53286	LINC02363	long intergenic non-protein coding RNA 2363	Approved	RNA, long non-coding			4q35.1	728175	ENSG00000180712	OTTHUMG00000160616	1986	Long intergenic non-protein coding RNAs
HGNC:53288	LINC02364	long intergenic non-protein coding RNA 2364	Approved	RNA, long non-coding			4p15.1	102723764	ENSG00000250190	OTTHUMG00000160395	1986	Long intergenic non-protein coding RNAs
HGNC:53285	LINC02365	long intergenic non-protein coding RNA 2365	Approved	RNA, long non-coding		LVCAT8	4q35.1	105377586	ENSG00000254233	OTTHUMG00000163540	1986	Long intergenic non-protein coding RNAs
HGNC:53289	LINC02366	long intergenic non-protein coding RNA 2366	Approved	RNA, long non-coding			12p13.2	101928162	ENSG00000256888	OTTHUMG00000168488	1986	Long intergenic non-protein coding RNAs
HGNC:53290	LINC02367	long intergenic non-protein coding RNA 2367	Approved	RNA, long non-coding			12p13.31	101930452	ENSG00000260423	OTTHUMG00000172909	1986	Long intergenic non-protein coding RNAs
